"Post URL","Post Content","Is Shared Post","Number of Likes","Number of Comments","Photos"
"https://www.facebook.com/events/7191380657549782/","","NO","7","",""
"https://www.facebook.com/noeuxenv/posts/pfbid0291bZyUVSfDA57PAB2jtCkoB6teFLa1vTcykLPRN3nabTYY49yxt1jxZWdHyvVon1l","","NO","14","1","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-6/482229738_1050118493826050_9215192095912488903_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=SkkZpX9HTT8Q7kNvwFNGyvM&_nc_oc=AdkNho1rrRhsRorqcMkecpt0QWkLc4zBcA6RjAFf8rVoe_2RD1zNNWXOkn3UIT3-kGs&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=6mvJgNyDPti7KNwaGZrMdA&oh=00_AfiKn5877tzSIDZ4xAykasYscXAqj0jKXZoKyRBDX98bFg&oe=692F7018"
"https://www.facebook.com/noeuxenv/posts/pfbid035xEnq7uHZ6YJW1CPxBKZ6ivKLoz742XuQB2EFoGabttaVmkAvtQZaBLoysp1gwGnl","Recrutement 2024 !!","NO","37","","https://scontent-lga3-3.xx.fbcdn.net/v/t39.30808-6/481679975_1049433070561259_4721640317628381671_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=YScQaenoH_sQ7kNvwENJMz8&_nc_oc=AdlnE-ft5apw0KiIN1nonSVe0FIYBqvchDyVpAZEj-jKvohXIsv8zP_2L72bnDDS-f4&_nc_zt=23&_nc_ht=scontent-lga3-3.xx&_nc_gid=6mvJgNyDPti7KNwaGZrMdA&oh=00_Afg_ssXrkRMiqFUb1GGrwP2Kg5wXyomrI3iEuFjauK9DRg&oe=692F78BE"
"https://www.facebook.com/noeuxenv/posts/pfbid036Guxj1br9UxsgrasVP1qB8Tc5VfZqoW3aaKPexCk3bNWwNp6DcU9fviPM6oDBnJGl","Toute l'équipe de Noeux environnement vous souhaite une très heureuse et bonne année 2024 !
Et pour bien commencer l'année, nous vous proposons un atelier boules de graisse le 13 janvier 2024 sur Ville de Calonne-Ricouart - Officiel! Les inscriptions sont ouvertes !","NO","39","12",""
"https://www.facebook.com/events/180166858521452/","","NO","4","2",""
"https://www.facebook.com/noeuxenv/posts/pfbid0HvvhDyD7coEbTTvfhurUKw21MuDkzavXTahVcV5KwZujcpQkbGSXG6MKMW4ZiRzvl","Toute l'équipe de Nœux Environnement souhaite une belle retraite à Dom, notre Encadrant Technique d'Insertion en jardin au naturel depuis déjà 18 ans !
===>Un collègue de qualité, passionné de son métier ! <===
          ===>Belle retraite bien méritée !🥕🍀<===

Et bonnes fêtes de fin d'année à tous !","NO","78","22","https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/482014629_1049058850598681_2496186445083201556_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=wLGIIrwBOLEQ7kNvwFvMEcx&_nc_oc=Adn9Qh_LIVz9FdPWfzslMGLQuIbhh5KnWkQAvghlNWPdTIveSXAS-2e29kPxBkWJHcw&_nc_zt=23&_nc_ht=scontent-dfw5-1.xx&_nc_gid=t-cdkiIGET42GKlVgYHp9Q&oh=00_AfheGxnzbQaQjS66163uTSzSdSk6LNZYN6yxud0lYS9SvQ&oe=692F6B68,https://scontent-dfw5-2.xx.fbcdn.net/v/t39.30808-6/481702313_1049058910598675_3998971156036307086_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=cfYwnz2bhKUQ7kNvwFrvukx&_nc_oc=AdkO5H_3-gVI1bGwuTeNyCDM6L9fSOyD6y3CX3kJCAahlo6rnQtCFKlOYzBlM1Z858g&_nc_zt=23&_nc_ht=scontent-dfw5-2.xx&_nc_gid=t-cdkiIGET42GKlVgYHp9Q&oh=00_AfigqP-EA2_m2Ga0aV6pkRyw4pto6GQSrOGR2HE4AZxk_Q&oe=692F7A78,https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/481099244_1049058790598687_8128480208570214312_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=n6iAtRaCYTkQ7kNvwGW2_qr&_nc_oc=AdmxK2S8UkqRS76VdrgYxTqhKVYxDwvIaBwZgu5-YRzLB0EtOzCv2sem4XkE4a2T4Jw&_nc_zt=23&_nc_ht=scontent-dfw5-1.xx&_nc_gid=t-cdkiIGET42GKlVgYHp9Q&oh=00_AfhE9Rl6MkcbQ7zXvalY32OhN1ES9DQEdQAFfKn4bX62-Q&oe=692F557B"
"https://www.facebook.com/noeuxenv/posts/pfbid0KUUhgvTD3CRyViAfcf19AAwEM4EsTAJ6WddTNfvGX1LNAqHcRd2bBGxrpugSBE4ml","Bonjour à tous,

Dans le cadre de notre partenarait entre Grain de Malice et Nœux Environnement, j'ai eu la chance de participer à l'élaboration d'un sentier sensoriel à vocation ludique à destination de toute la famille. Ce projet n'est qu'une partie d'un objectif plus global pour l'association: réaliser un site témoin reprenant de nombreuses possibilités d'aménagement existantes afin de réduire notre impact environnemental sur des thèmes divers tel que l'habitat, la perma-culture et bien d'autres. N'hésitez pas à partager cette vidéo afin de donner de la visibilité à cette belle initiative.","YES","9","","https://scontent-dfw5-2.xx.fbcdn.net/v/t15.5256-10/412665043_349829517774860_5627484065320758471_n.jpg?stp=dst-jpg_s526x296_tt6&_nc_cat=107&ccb=1-7&_nc_sid=54741f&_nc_ohc=Z1feB5TC6c4Q7kNvwGHL5Pn&_nc_oc=AdkYWU0he2yVRTMyFCrjM1GbZzQC2NYRGEBq4_L0XO7TTIhkDRh6JKLuy9G45shajM8&_nc_zt=23&_nc_ht=scontent-dfw5-2.xx&_nc_gid=t-cdkiIGET42GKlVgYHp9Q&oh=00_AfjYdozaZ0MiWtRGqPgXPrcMdEzAtJGTR7IyL1Enmh-zlw&oe=692F5CD3"
"https://www.facebook.com/noeuxenv/posts/pfbid02M381wuyz9xoX5xUp3RM1y9EkNSz6sb6xqBdiLmQSbS1rMpvkkDVKDgJM2TC5bGYrl","Parmi les arrivées du jour 
Un jeune chevreuil de plus suite à un choc véhicule 
Et un autre demain nous arrivant du 62 
Nous avions prévu un second parc à cervidés pour l’année prochaine, mais trois ne seraient pas de trop malheureusement","YES","38","4","https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/482959878_1043159887609729_5651478011548162010_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=qR7n6-frpC0Q7kNvwE-wFIo&_nc_oc=AdkwGtTIvoPcPwAj4Fbdt1er95jCycux0WiyDQHLVhoOQ6-J4l9nkm_CpkCaci-pgeo&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_AfhASRO8AgoFzz4ASCYH4A_7Y4e9BK0fmzzOyIIEpK0D8A&oe=692F6562"
"https://www.facebook.com/noeuxenv/posts/pfbid0Z6isfRiQioZQHwhsZQuk6Spgox4anSXsy53h2iMypv7h5isvi3f7duwNMz9d7rGql","🌳🌿 A Lens, animation pédagogique de plantation avec les écoliers, acteurs de leur territoire.

📅 Le temps d'une matinée, les 47 élèves de l'école Basly et les 7 lycéens éco-délégués de Béhal ont pu découvrir le projet de transformation d’une ancienne friche industrielle en forêt urbaine.

Un projet réalisé par ECT et conçu en partenariat avec la Mairie de LENS , l' EPF Hauts-de-France et l' Agglomération de Lens-Liévin

Grâce à leur aide précieuse, les élèves ont ainsi pu participer à la dernière phase du projet de l’avenue Van Pelt en plantant 500 arbres, un geste tangible pour un avenir plus vert.

L'expertise de Guillaume Lemoine a guidé cette matinée, offrant aux enfants une expérience inédite, à la découverte des essences locales aux habitats spécifiques, en passant par les différentes strates d'une forêt urbaine.

Au total, ce sont 12 000 arbres qui ont été plantés depuis le début du projet sur une surface de près de 20 000 m², une avancée significative pour des projets de #natureenville.

🤝 Un beau projet pédagogique et éducatif permet à la nouvelle génération de découvrir les enjeux du #développementdurable et de la #biodiversite.

Merci aux équipes Nœux Environnement, à la Mairie de LENS  et aux collaborateurs d’ECT pour avoir rendu cette matinée aussi enrichissante que conviviale.","YES","14","","https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/484155389_1165543742030958_4888774764475056124_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=yytX0PRT4iMQ7kNvwHvj38g&_nc_oc=Adm0z7_NqTbktJtXAgbRkEn7-JzgmkSu3iTqSPRFlEa-vCY_CGtMO_H_XHPLnbhZ80A&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_AfiSVGkHGbGRvYGkKvI4twDLXs7PzC6xtgwSi9fUqHNq9w&oe=692F53B3"
"https://www.facebook.com/noeuxenv/posts/pfbid02MSpY1tm5cQTuCatDG4D42we3FYVpZFqRYoDeeWP7yuZYe85w6hobCwbiCZ4rrovPl","#Environnement #Fôreturbaine
#Solidarité 
 Hier après-midi, nous avons œuvré à la  plantation d'arbres  fruitiers  à la ""forêt urbaine"" rue de la Marne et sur le site du ""Pumptrack"" rue Sirocco, 
accompagnés des ados du club de prévention et du centre de loisirs, Dcs Marles .
En présence de Madame le Maire Karine Deruelle 
De la conseillère régionale Cathy Desfontaines 
Et du conseiller municipal José Duclermortier 

Merci à Chloé Barloy et aux équipes techniques de l'association Noeux environnement.

#RégionHautsdeFrance 
#Maisonetcités
#Marles 
Nœux Environnement","YES","12","","https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/494167019_9614478345298077_1002155112996595913_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=109&ccb=1-7&_nc_sid=833d8c&_nc_ohc=uMZyrt4IGYkQ7kNvwF9K2Z7&_nc_oc=Adn8deed5yHDOO4SYCp3ss3y9vM0BHmoW7g6-pLHaIKwfb28GrlJl93weYXMU7MZOjI&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_AfiAJ6zKSVMWNBuFPhzhRK1MdBiIyLLAC003JS_1zXJVjQ&oe=692F5C2E,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/494041722_9614478125298099_643757328061282599_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=107&ccb=1-7&_nc_sid=833d8c&_nc_ohc=CTiikbpAaSAQ7kNvwGOWxQ4&_nc_oc=Adn0z_ZilNrwndWCZ0B7rAggdT1F58UHzcQjI3LQ8YDwlCDFcg-lSyl7mLBZB7LoPRY&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_AfjCgBPfOyvaH0sbo9hv_XUXRchxjhQYrno9ZiZITru1yQ&oe=692F55A6,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/494471914_9614478341964744_1265376606502501640_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=kiP9s8CN_e0Q7kNvwFUv-in&_nc_oc=AdmKJgd50KTv-qBHQVg3wCHXGil6vGbH0WEcc7qqoEtf7g3EbvTUvT8HkodELBDwkAY&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_AfjU444ijzm3iopTnjT-vm_77NzMgmNH11923OYFFsQubA&oe=692F7A09,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/493506843_9614478205298091_8952518930255376372_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=ZoiFW5XZgWMQ7kNvwHKIBbZ&_nc_oc=AdkMbGyrt9jODkeE2h3jsmX-Z5TWVLavdNWvWiCnug0FFBWPNl2RpmcUYxIagrjg6YM&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_Afgat8f47OKYrSzY6Vc-WPkrD6dsrEeg34_tOEMCuuGaKQ&oe=692F69DD,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/493929931_9614477958631449_7264591527095648438_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=103&ccb=1-7&_nc_sid=833d8c&_nc_ohc=u8ErqhW6cdMQ7kNvwFZkNcI&_nc_oc=AdlCwsvEgmt25TLaIxlfYnTBNbkNzWj3In_BpsgXAX--AFPcM_m8kFyDCh3rvrfGTxs&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=kiAn2WuZBv73gQxssz3VxA&oh=00_AfgpsKeYckvfMsPIuE-zQ375_Y18GltQ_uZLwWYlUCaPJQ&oe=692F85D1"
"https://www.facebook.com/noeuxenv/posts/pfbid0spi2GkoJRnTQxWHZfGqjpa4vwzcr2V1Jahvp2JKka6UqmgFtKhYjoPbpyfh1iZL4l","Venez participer à une plantation d'arbres fruitiers avec Ville de Marles-les-Mines ! Vous êtes les bienvenus 🥾🧤🌳","NO","13","1","https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/480852028_1048812397289993_5239653073710078452_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=N1c4yIOo0h8Q7kNvwFOnv83&_nc_oc=AdnGqiB2arbBKC8OxCMgoGwxOnOz4mg0IJVvuZ1J-SP90fK_hs1z4KBoXxrJQPp1Qr0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=tTRrVC7HOpZoiMtVc0mVHQ&oh=00_AfhyCF68hiaWVhKZmUN-zZPGjfqGRCMkWKVvZRbCJPbnAA&oe=692F6416"
"https://www.facebook.com/noeuxenv/posts/pfbid02VFAjbLsavDQrngqPLsq1y8zpCfD598UzK17BcZXvGcvXd3cJ92skog1xJ6e6aBWdl","Environnement 🌱

Nœux Environnement fait participer les habitants de la commune pour son ""Projet de Forêt Urbaine"" avec un atelier de plantation d'arbres fruitiers ! Rendez-vous donc ce mercredi 06 décembre rue de la Marne à Marles-les-Mines. 🌳","YES","5","","https://scontent-lga3-3.xx.fbcdn.net/v/t39.30808-6/484970768_1066343615524014_7406906932084742759_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ZoZJ9h5gdGQQ7kNvwEeHAbI&_nc_oc=AdkW6Hkkz5fnhAM21uBrz4N7pjuohXMmFcQ5KFiD2YQA28hfjlSuDUAqWz6ZU0EWgJc&_nc_zt=23&_nc_ht=scontent-lga3-3.xx&_nc_gid=tTRrVC7HOpZoiMtVc0mVHQ&oh=00_Afjg9fw8jiEUJmwXLGJj2wVwEKyg8CUFi8ww_o-Daot1aQ&oe=692F71F1"
"https://www.facebook.com/noeuxenv/videos/1071995110658348/","Retour sur la remise du trophée de la fondation AG2R LA MONDIALE - Mes questions pour demain. Un soutien pour notre site démonstrateur de la transition écologique et solidaire! Plus de détails :  https://youtu.be/P1_P2aFVUlw?si=FXed1rv-ue5rDlr7","NO","8","","https://scontent-lga3-1.xx.fbcdn.net/v/t15.5256-10/407185492_1088600835629553_5572151872723548269_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=102&ccb=1-7&_nc_sid=54741f&_nc_ohc=O6RK_ziIUW0Q7kNvwFIgkj1&_nc_oc=Admhg81h1bzN9aR8ymwAAVNDuMMmZRyfRX50BBGxkOVHrqnCKzD0VAEkVktzNsVorkE&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=tTRrVC7HOpZoiMtVc0mVHQ&oh=00_AfjAsGd_5Guq_BWhtZXQZKlmxGsEZNwJuUmwGA34U8cP9g&oe=692F7221"
"https://www.facebook.com/reel/266209616435536/","Un site démonstrateur de la transition écologique et solidaire","NO","16","","https://scontent-lax3-2.xx.fbcdn.net/v/t15.5256-10/367726157_1413256366280450_3014971627535483632_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=107&ccb=1-7&_nc_sid=2b839e&_nc_ohc=FhTGmHbx_YwQ7kNvwHg4SOW&_nc_oc=AdmthRsMe5-wHecoPsgULTCejoIW8fut8bEew5Ip65q4l-Xuv3olIoAu3MhlVn30dwI&_nc_zt=23&_nc_ht=scontent-lax3-2.xx&_nc_gid=DoeBSJ9L1YyDx_4xj6LKQw&oh=00_AfgQiW6e1aKwmsqeslaWQ56oD5RPBRAUBKBaHVPRB_DItw&oe=692F7200"
"https://www.facebook.com/noeuxenv/posts/pfbid02V3GJsFc9j1yPvCD83cjVH38rzhmdzec6oGJ3XroJ2evUV5Kf92rG29oiHQdLiUwPl","#Environnement #Forêturbaine 
Les habitants sont invités ce mercredi 6 décembre 2023 rue de la Marne, pour participer au chantier de plantation d'arbres fruitiers sur le site de la forêt urbaine.
En partenariat avec les villes de #Marleslesmines et #CalonneRicouart .
Un projet en partie financée par la #RégionHautsdeFrance et #Maisonetcités .

""Des terres noires au pays vert"" 🌳

Avec : Nœux Environnement","YES","6","","https://scontent-lax3-1.xx.fbcdn.net/v/t39.30808-6/494433707_9613653112047267_7920889559547801052_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=109&ccb=1-7&_nc_sid=833d8c&_nc_ohc=n0qv6nmx9g8Q7kNvwE84YXz&_nc_oc=AdmpjqggJqdSQHIgfmjPuGsqY8I1KVEqwH8p-RDgQ3tY-D77H_HAC90gjxFM_bUoanY&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=DoeBSJ9L1YyDx_4xj6LKQw&oh=00_AfjlUn9n0EsOggSrIfHXN7awdsRMLgPMliHODAyJph2ujw&oe=692F5C6A"
"https://www.facebook.com/noeuxenv/posts/pfbid02QvCmucVVXLs6MZWQEGhxKsYqNLEB6UM5X47CzwqQZBybdc6sceCgKqHLFP3685ahl","Bonjour les jardinautes de Sains de Nature et de Culture.

C'est le moment d'installer vos nichoirs même si la saison des amours est encore loin. En effet, si certains oiseaux, comme la mésange, recherchent très tôt un lieu pour se reproduire, d'autres, comme le troglodyte mignon, s'y abriteront durant l'hiver. 🪺 
Alors, envie de donner un coup de pouce aux oiseaux ?   
👉 La LPO vous livre quelques conseils pour un accueil dans les meilleurs conditions :   
▪️️ Le nichoir se place sur un arbre ou un mur, entre 2 et 5 mètres du sol, à l'abri de vent pour favoriser les entrées et sorties des oiseaux.  🌳 
▪️ Pour protéger la nature, ne clouez pas le nichoir directement sur l'arbre (sauf clous en aluminium). L'utilisation d'un fil de fer, entourant le tronc ou les branches est à privilégier.  
▪️ Il est possible d'installer plusieurs nichoirs sur un même terrain s'ils sont destinées à des espèces différentes. Sinon il est nécessaire de les éloignés d'au moins 30 mètres pour respecter les limites de territoires des oiseaux.  🐥 
▪️ Et si vous disposez déjà d'un nichoir qui a été occupé, il est nécessaire de le vider et de le nettoyer. Le nettoyage permet de prévenir les risques de maladies et de vérifier le bon état de votre nichoir. Pour procéder au nettoyage, vérifiez d'abord qu'il ne soit pas occupé. Ensuite vous pourrez vider le nichoir de tout ses matériaux, puis brosser l'intérieur avec une brosse métallique. Si nécessaire, il est possible d'appliquer de l'huile de lin pour une meilleure étanchéité et préservation du bois.  ✨ 
Photo de mon nichoir de mésange bleue occupé tous les ans .

Bon week-end à tous.
SdNdC","YES","15","2","https://scontent-lax3-1.xx.fbcdn.net/v/t39.30808-6/483754360_1063285782510288_5347655152088391651_n.jpg?stp=dst-jpg_p180x540_tt6&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=upNJlNaV9IUQ7kNvwEW5oNd&_nc_oc=AdmhqNwhFtOSGkdgcLSPirsuwFR5sxWk4GgC6SWZlhvY7DkouYtor-SJPJ2ab1QfRfw&_nc_zt=23&_nc_ht=scontent-lax3-1.xx&_nc_gid=DoeBSJ9L1YyDx_4xj6LKQw&oh=00_AfgsRx6ljnxRCfDmahLdwIJU9qcek4RtOoobfwMNSTxoDw&oe=692F55C8"
"https://www.facebook.com/noeuxenv/posts/pfbid02txfqTBQ7aGbXeeFrHyPQnStrW8LN7zSKag9mMLPrTrg1CJ6VBXPB1cZ8VLBUSdqEl","🌟 L’Engagement territorial avec la Fondation territoriale des lumières 🌟
💡Ce vendredi, le temps d’un petit-déjeuner, la #FondationTerritorialedesLumières a eu le plaisir de recevoir, à l’Hôtel du Louvre Lens (membre fondateur), de nombreux entrepreneurs du bassin minier pour échanger autour de l’engagement territorial. Après le témoignage passionnant d’@ElisabethDargent, Directrice Générale de Main forte, remarquable entreprise d’insertion, les différentes formes de mécénat d’entreprise ont pu être évoquées par @LaureDecouvelaere, déléguée régionale de la Fondation de France Région Nord et illustrées par 2 mécènes de la Fondation : @LaetitiaOddo de #LogistaHometech et Benoit Petit de #NortecIngénierie. 🚀
Deux lauréats de la Fondation, #Recycle et #Noeuxenvironnement, avec leurs réalisations remarquables, ont souligné l’importance du soutien des entreprises pour la pérennité de leur action. 👏
Enfin, un zoom a été fait sur le mécénat de compétences, une forme simple et pourtant encore trop méconnue du soutien que les entreprises peuvent faire aux associations. La Fondation Territoriale des Lumières s’est donnée pour objectif de le développer sur le territoire.
A noter : Dans les Hauts-de-France, plus de 4 400 entreprises sont déjà mécènes, ce qui nous place sur le TOP 3 du podium en France ! Et si on devenait premier ? Rejoignez-nous !
En savoir plus sur la Fondation : https://lnkd.in/d48yvKs
#Mécénat #EngagementTerritorial #InnovationSociale #HautsDeFrance #RSE #EntrepreneuriatSocial","YES","3","","https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-6/479212885_608633681889731_231160937063106297_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=T6leixVcbvcQ7kNvwFGgGq7&_nc_oc=AdmaGpG96UGJby0nG17pCFb8HVjpNY2UsAtS2mui_gyrgy8XjJhuiRPpbVAyLl59fr8&_nc_zt=23&_nc_ht=scontent.fmem1-1.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_AfhgSsNFW2S-89XB7Ebo8bQhGJdAdYtwuoZiqvBjJQtnwg&oe=692F82CB,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-6/477744425_608633675223065_1130752735096279251_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=1X6j7UzRurUQ7kNvwFA-CR9&_nc_oc=AdmoUX7fmVtti2sIXunShhk5a_R-iSNKpvoWYIJi1Al5LgtAbDyn95Req6NdZHdCmYk&_nc_zt=23&_nc_ht=scontent.fmem1-2.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_AfiTbGsD-tQNDZ-mE6u3pg7t3BAnXEYoZQnKxEddDSJbbQ&oe=692F78FA,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-6/478127809_608633321889767_7104287435203416649_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=mNcpKuULXjEQ7kNvwEdDIWC&_nc_oc=AdkhGPACbEufzzDtIOYmlW1j4dBxcas1O872-UePybd3gSaJh6oegsvGjH6Yxw4g90c&_nc_zt=23&_nc_ht=scontent.fmem1-1.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_AfhV-5-oWcpJ9P03_JZ7PrMfZE1LUm7EjL_FgX1g5R0Ipw&oe=692F7DC8,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-6/477954807_608633695223063_7429522248274589626_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EL7HcQ5C9W8Q7kNvwETGdKi&_nc_oc=AdkqQOQdO_I0YwHmpGVFs0Nuet1XC10GM5sRFZbqKu5B6ezqGgk3PjOPdYifhUJ5zNk&_nc_zt=23&_nc_ht=scontent.fmem1-2.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_Afiku1nf7U-x9_ywmyi5CFALsa-BPMn6Wj5aUgsJZpZ8Hw&oe=692F5C09,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-6/477124078_608633655223067_4262595730130008085_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=TuNCVJXvYUYQ7kNvwHjrtWu&_nc_oc=AdmDBucqH68ZBi4ZJOT6zs5QqJpvPIrSlZZTmsAaKLgxCJG80dtxUn-Vdwie3h5T1M8&_nc_zt=23&_nc_ht=scontent.fmem1-1.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_AfgbQxTkgXVQPpN_UiZwwpByP7XLDkdEiAMjwCMRHsN1Jw&oe=692F800E"
"https://www.facebook.com/noeuxenv/posts/pfbid02Gv4UzGsKxQSehFAp91pTkuVgB9MBTBhEfAfPEyWHkYsqwTfzZA7eYwcnvZHAYFrcl","Ce matin, le Passage à Niveaux a accueilli un petit déjeuner organisé par le Crédit Coopératif autour de la création de lien social et de la (re)dynamisation des territoires grâce à la reconversion des friches commerciales. 

Merci à Philippe Druon, Nœux Environnement et l’Ecole de Production de Béthune Bruay pour leurs interventions instructives et captivantes. Un grand merci également à toutes les associations ainsi qu’à nos nombreux partenaires présents.

#passageaniveaux #bethune #tierslieux","YES","4","","https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-6/475969409_578774731655113_1689156277788872432_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=TDXqQ2ffhloQ7kNvwFOWYqc&_nc_oc=AdnHa-K5kTJgoUmkdkZHguLnZuwAT2EibqqfpZsWnn2lyoqPg389qx4HNi-lLA4e6iA&_nc_zt=23&_nc_ht=scontent.fmem1-2.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_AfhIpvUHetGQZnLbk2tehDQzx9gIsgCXh8LSOFSNfhCZxw&oe=692F7813,https://scontent.fmem1-1.fna.fbcdn.net/v/t39.30808-6/475501722_578774738321779_4014907802497047644_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=109&ccb=1-7&_nc_sid=833d8c&_nc_ohc=QIHRTmqCnKoQ7kNvwEFUnSh&_nc_oc=AdnKehS40WUI2_qTeJniZGVJ9w0XncCnaIW2u6ggvLOuFdnfp9D_gLS65fyJpRh0g3U&_nc_zt=23&_nc_ht=scontent.fmem1-1.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_Afhf45NJSSKNV1vhnJCsX85K4q6j8XPJODxBHvjXbZFisw&oe=692F7DF4,https://scontent.fmem1-2.fna.fbcdn.net/v/t39.30808-6/475445886_578774804988439_4857889518417051611_n.jpg?stp=dst-jpg_s590x590_tt6&_nc_cat=102&ccb=1-7&_nc_sid=833d8c&_nc_ohc=cLoF_UZmxhcQ7kNvwFLzgln&_nc_oc=AdnhTdTApiOx9YtWI2KNi9zeu9_uqFiAOZtKqL8FBtAwSw5Tpb51rWJCK9q0Z9ZB1dg&_nc_zt=23&_nc_ht=scontent.fmem1-2.fna&_nc_gid=Tfnjug8IFfUzSCKsrGrABw&oh=00_AfjWh0E1iQMlhHUotY2mmZ2B-l8Y7LY_VJA-dfqfgY7udA&oe=692F6AE5"
